image_name,target
ISIC_0284441,0.99999785
ISIC_0284485,0.13705836
ISIC_0285491,0.6962253
ISIC_0285697,0.9999989
ISIC_0286688,0.327906
ISIC_0287132,0.08693828
ISIC_0287325,0.9839677
ISIC_0288225,0.093763344
ISIC_0290187,0.15931067
ISIC_0291705,0.11296204
ISIC_0292996,0.84847873
ISIC_0294150,0.3179245
ISIC_0296540,0.09756284
ISIC_0297539,0.09061693
ISIC_0297702,0.07993555
ISIC_0298417,0.645241
ISIC_0299870,0.06234493
ISIC_0300002,0.99999905
ISIC_0301547,0.21209726
ISIC_0301769,0.9999479
ISIC_0304467,0.21312074
ISIC_0304666,0.0935132
ISIC_0304667,0.43236575
ISIC_0306094,0.08544757
ISIC_0307004,0.97545403
ISIC_0307411,0.622477
ISIC_0309192,0.051371783
ISIC_0309503,0.09666967
ISIC_0310320,0.77052
ISIC_0311235,0.99323493
ISIC_0311814,0.118724935
ISIC_0312717,0.11431215
ISIC_0313675,0.10484123
ISIC_0317285,0.26178807
ISIC_0318934,0.102121845
ISIC_0319131,0.12294123
ISIC_0319990,0.9999999
ISIC_0320662,0.09717738
ISIC_0321218,0.99999964
ISIC_0321906,0.9999993
ISIC_0321948,0.41273868
ISIC_0322514,0.040078793
ISIC_0327756,0.9961358
ISIC_0328346,0.057477232
ISIC_0328687,0.5731082
ISIC_0328823,0.066948354
ISIC_0329169,0.87364995
ISIC_0329910,0.48181057
ISIC_0330060,0.28051436
ISIC_0330886,0.22783181
ISIC_0332421,0.38011676
ISIC_0332456,0.9927451
ISIC_0334179,0.9999881
ISIC_0335244,0.99998486
ISIC_0335886,0.99999905
ISIC_0336093,0.9999999
ISIC_0338118,0.9999918
ISIC_0338587,0.7000176
ISIC_0339455,0.99999547
ISIC_0340198,0.11073832
ISIC_0340572,0.9999882
ISIC_0341315,0.99988806
ISIC_0343131,0.2427429
ISIC_0343283,0.7961263
ISIC_0346766,0.99999905
ISIC_0347157,0.99999785
ISIC_0348342,0.372015
ISIC_0350347,0.27589977
ISIC_0350470,0.094651915
ISIC_0351156,0.99541557
ISIC_0351912,0.5086454
ISIC_0352620,0.9999987
ISIC_0353021,0.6895166
ISIC_0355377,0.11554567
ISIC_0358260,0.08438816
ISIC_0358623,0.09579447
ISIC_0359676,0.109734245
ISIC_0359720,0.52877194
ISIC_0361122,0.14713846
ISIC_0366488,0.9999931
ISIC_0367795,0.9999964
ISIC_0367988,0.7779294
ISIC_0368092,0.16594334
ISIC_0368696,0.11131678
ISIC_0369888,0.9999987
ISIC_0370322,0.9993017
ISIC_0371470,0.096071534
ISIC_0371907,1.0
ISIC_0372927,0.9999956
ISIC_0372955,0.09387294
ISIC_0372971,0.10313256
ISIC_0373723,0.0964582
ISIC_0375431,0.11131222
ISIC_0377642,0.03483003
ISIC_0378391,0.99999833
ISIC_0378668,0.6073616
ISIC_0379549,0.10004475
ISIC_0380224,0.18139817
ISIC_0381595,0.30459654
ISIC_0382931,0.9999962
ISIC_0383641,0.99995077
ISIC_0383780,0.12328585
ISIC_0385415,0.93125004
ISIC_0385463,0.19836177
ISIC_0385865,0.57141846
ISIC_0388802,0.11974081
ISIC_0389010,0.73930794
ISIC_0389392,0.31023887
ISIC_0389675,0.116252944
ISIC_0390209,0.49173155
ISIC_0391046,0.9999999
ISIC_0391777,0.10371037
ISIC_0392680,0.36204872
ISIC_0392931,0.10526702
ISIC_0393891,1.0
ISIC_0394533,0.10117048
ISIC_0394763,0.06732929
ISIC_0394802,0.9975101
ISIC_0395681,0.19057557
ISIC_0395885,0.085830875
ISIC_0398134,0.12464606
ISIC_0400652,0.102251776
ISIC_0401679,0.6801939
ISIC_0403198,0.40018016
ISIC_0406137,0.45381182
ISIC_0407054,0.0984439
ISIC_0407220,0.20582992
ISIC_0408372,0.11398905
ISIC_0408969,0.097715825
ISIC_0409388,0.26936322
ISIC_0410649,0.96451527
ISIC_0411243,0.99999905
ISIC_0414776,0.99999475
ISIC_0416431,0.034997616
ISIC_0416708,0.083579145
ISIC_0418978,0.095208645
ISIC_0419005,0.11660642
ISIC_0421107,0.99999464
ISIC_0424070,0.65296024
ISIC_0426960,0.9999999
ISIC_0427371,0.10289662
ISIC_0429551,0.99999917
ISIC_0431350,0.3606788
ISIC_0431499,0.9991824
ISIC_0431738,0.089958414
ISIC_0432133,1.0
ISIC_0432265,0.99999857
ISIC_0432894,0.99999964
ISIC_0433895,0.959428
ISIC_0434253,0.9999956
ISIC_0434274,0.07208053
ISIC_0434285,0.1226869
ISIC_0434890,0.99999857
ISIC_0434920,0.16337192
ISIC_0435283,0.99999774
ISIC_0435396,0.11085796
ISIC_0436298,0.5312516
ISIC_0436727,0.05111143
ISIC_0436779,0.19904226
ISIC_0436884,0.113131166
ISIC_0437081,0.9999964
ISIC_0437384,0.08109979
ISIC_0437987,0.60600066
ISIC_0438584,0.9999716
ISIC_0439475,0.5789396
ISIC_0441244,0.9999976
ISIC_0442293,0.9999416
ISIC_0442567,0.33643577
ISIC_0445097,0.09949561
ISIC_0446097,0.9044063
ISIC_0446287,0.44341353
ISIC_0446447,0.13625427
ISIC_0448691,0.28981456
ISIC_0450552,0.5891568
ISIC_0451155,0.9999602
ISIC_0451665,1.0
ISIC_0452297,0.27404433
ISIC_0453555,0.5544212
ISIC_0454124,0.09094111
ISIC_0454916,0.6433255
ISIC_0456176,0.58289576
ISIC_0456797,0.14724141
ISIC_0457344,0.1432524
ISIC_0457384,0.0889552
ISIC_0457494,0.644118
ISIC_0457530,0.99999464
ISIC_0457688,0.09075099
ISIC_0459718,0.12659165
ISIC_0460023,0.10531227
ISIC_0460170,0.9487551
ISIC_0460323,0.0979204
ISIC_0461615,0.20854862
ISIC_0462037,0.08924653
ISIC_0462120,0.104419276
ISIC_0462327,0.09956741
ISIC_0462336,0.097878635
ISIC_0462792,0.089089155
ISIC_0463800,0.6842715
ISIC_0464417,0.99884486
ISIC_0465975,0.61509806
ISIC_0467617,0.09757654
ISIC_0468644,1.0
ISIC_0469457,0.17632191
ISIC_0470465,0.48689863
ISIC_0470699,0.5291745
ISIC_0473489,0.4320798
ISIC_0474220,0.12116837
ISIC_0476927,0.11925342
ISIC_0477213,0.045865543
ISIC_0477217,0.10900129
ISIC_0477424,0.10361614
ISIC_0477793,0.2150894
ISIC_0477875,0.41434786
ISIC_0477986,0.102788985
ISIC_0479726,0.13632259
ISIC_0479755,0.29544157
ISIC_0480158,0.0879007
ISIC_0481105,0.9137862
ISIC_0482298,0.10551803
ISIC_0482617,0.11247042
ISIC_0485889,0.9999981
ISIC_0486436,0.43413952
ISIC_0487789,0.9999709
ISIC_0488846,0.52921027
ISIC_0490555,0.08224937
ISIC_0492058,0.67657125
ISIC_0493101,0.9646118
ISIC_0493429,0.90684074
ISIC_0493786,0.92216706
ISIC_0495167,0.9972108
ISIC_0495234,0.9852706
ISIC_0495887,0.69458336
ISIC_0495948,0.83923006
ISIC_0497721,0.86391073
ISIC_0498659,0.99999774
ISIC_0500319,0.09648152
ISIC_0500851,0.9999975
ISIC_0501199,0.13483727
ISIC_0501295,0.0956764
ISIC_0502032,0.109445
ISIC_0502364,0.11558938
ISIC_0504453,0.18564543
ISIC_0504686,0.45067033
ISIC_0504935,0.096935965
ISIC_0505403,0.23694307
ISIC_0505447,0.111642934
ISIC_0506082,0.12117937
ISIC_0506198,0.09949572
ISIC_0508596,0.10484022
ISIC_0509538,0.096564114
ISIC_0510408,0.10839522
ISIC_0510439,0.10009335
ISIC_0510794,0.9999999
ISIC_0511981,0.9916359
ISIC_0513674,0.081595175
ISIC_0513808,0.108707726
ISIC_0515041,0.99999774
ISIC_0515737,0.7676273
ISIC_0517531,0.10696688
ISIC_0517673,0.2407154
ISIC_0519860,0.1389546
ISIC_0520611,0.11175554
ISIC_0521580,0.10740572
ISIC_0521689,0.11182683
ISIC_0521877,0.09580065
ISIC_0522569,0.79258484
ISIC_0523596,0.99997246
ISIC_0524466,1.0
ISIC_0524604,0.11238259
ISIC_0525213,0.09270552
ISIC_0525405,0.9021707
ISIC_0527588,0.10323416
ISIC_0528304,1.0
ISIC_0528945,0.99999845
ISIC_0530946,0.3089875
ISIC_0532813,0.09780066
ISIC_0533917,0.118733406
ISIC_0535264,1.0
ISIC_0535812,1.0
ISIC_0536393,0.109063275
ISIC_0537310,0.11381332
ISIC_0537430,0.9802288
ISIC_0538335,0.99999535
ISIC_0538391,0.7991458
ISIC_0539046,0.055555113
ISIC_0539432,0.99999857
ISIC_0539662,0.10880462
ISIC_0541206,0.39088622
ISIC_0542744,0.20594557
ISIC_0542899,0.3487929
ISIC_0543866,0.22155164
ISIC_0544482,0.9999989
ISIC_0545219,0.9993511
ISIC_0545222,0.9999988
ISIC_0546119,0.13324419
ISIC_0546506,0.98845893
ISIC_0546632,0.99999976
ISIC_0546682,0.9999974
ISIC_0547086,0.5116354
ISIC_0548182,0.79647285
ISIC_0548968,0.5678233
ISIC_0550777,0.11670986
ISIC_0554395,0.10053149
ISIC_0554507,0.3715196
ISIC_0554535,0.05435471
ISIC_0554819,0.9685153
ISIC_0555540,0.99999905
ISIC_0556297,0.093733564
ISIC_0556505,0.99978465
ISIC_0556568,0.10319559
ISIC_0557285,0.107041396
ISIC_0557595,0.054269537
ISIC_0557850,0.05299114
ISIC_0558458,0.9999987
ISIC_0558563,0.09256623
ISIC_0558899,0.92102414
ISIC_0559101,0.99999774
ISIC_0561202,0.99978226
ISIC_0564203,0.4882286
ISIC_0565070,0.11494331
ISIC_0567332,0.2464103
ISIC_0570796,0.69757825
ISIC_0571162,0.9999771
ISIC_0571336,0.5501566
ISIC_0572486,0.06316979
ISIC_0574930,0.103699535
ISIC_0576125,0.12649153
ISIC_0578316,0.076903
ISIC_0578354,0.8978201
ISIC_0579350,0.2686453
ISIC_0579367,0.9978124
ISIC_0580265,0.9942259
ISIC_0582447,0.24174507
ISIC_0582531,0.22072138
ISIC_0583833,0.101618804
ISIC_0584197,0.2892038
ISIC_0585534,0.9994574
ISIC_0586493,0.034344424
ISIC_0586601,0.14241533
ISIC_0587024,0.999998
ISIC_0587027,0.336417
ISIC_0587527,0.23554882
ISIC_0588157,0.9999976
ISIC_0588162,0.4372361
ISIC_0588352,0.73510164
ISIC_0589061,0.0987708
ISIC_0590646,0.078817405
ISIC_0591142,0.99999833
ISIC_0591685,0.08770818
ISIC_0592225,0.11382437
ISIC_0592796,0.100992665
ISIC_0594374,0.103529975
ISIC_0594932,0.8297738
ISIC_0595682,0.99998987
ISIC_0596005,0.9999999
ISIC_0596499,0.0982675
ISIC_0598190,0.099891834
ISIC_0598769,1.0
ISIC_0600649,0.99031305
ISIC_0600710,0.12848774
ISIC_0602170,0.09758044
ISIC_0602633,0.6914396
ISIC_0603307,0.08762345
ISIC_0604055,0.3562358
ISIC_0604516,0.79750824
ISIC_0605259,0.9999957
ISIC_0606244,0.97566324
ISIC_0607037,0.15900908
ISIC_0607397,0.10525963
ISIC_0607473,0.10629173
ISIC_0607693,0.13498467
ISIC_0608042,0.99945
ISIC_0608105,0.4022669
ISIC_0608330,0.10582748
ISIC_0609220,0.08054236
ISIC_0609770,0.11759862
ISIC_0610325,0.9567317
ISIC_0611293,0.10246312
ISIC_0611390,0.99999833
ISIC_0611822,0.22060399
ISIC_0612337,0.30747375
ISIC_0613199,0.42504042
ISIC_0613239,0.14982992
ISIC_0613293,0.10942821
ISIC_0613555,0.63882995
ISIC_0613748,0.9999392
ISIC_0615241,0.14168894
ISIC_0616900,0.09256761
ISIC_0619695,0.61789626
ISIC_0620316,0.999998
ISIC_0620379,0.9207477
ISIC_0620581,0.10764048
ISIC_0621355,0.11057592
ISIC_0621919,0.097602114
ISIC_0622203,0.09607037
ISIC_0622461,0.12392769
ISIC_0623254,0.15678883
ISIC_0623493,0.98844624
ISIC_0623650,0.9999969
ISIC_0624194,0.14697002
ISIC_0627128,0.9128567
ISIC_0627467,0.37693465
ISIC_0631039,0.13483149
ISIC_0633018,0.17017567
ISIC_0633831,0.9999989
ISIC_0634161,0.959225
ISIC_0634896,0.5788948
ISIC_0635396,0.101863146
ISIC_0635721,0.99999964
ISIC_0636920,0.6385361
ISIC_0637104,0.13889843
ISIC_0637231,0.073213324
ISIC_0639631,0.9487891
ISIC_0640439,0.19204977
ISIC_0641371,0.10711048
ISIC_0644758,0.5576309
ISIC_0644873,0.13794431
ISIC_0645560,0.9999968
ISIC_0646211,0.9999999
ISIC_0646723,0.479053
ISIC_0647385,0.99607736
ISIC_0649394,0.119429365
ISIC_0650063,1.0
ISIC_0650090,0.4496483
ISIC_0653629,0.46697563
ISIC_0653693,0.09673512
ISIC_0653761,0.28255498
ISIC_0654120,0.9999974
ISIC_0655378,0.09810974
ISIC_0655512,0.9999988
ISIC_0656308,0.77642417
ISIC_0660782,0.9995498
ISIC_0660925,0.8379113
ISIC_0662288,0.29774544
ISIC_0663197,0.99997306
ISIC_0663707,0.082443215
ISIC_0664454,0.09590579
ISIC_0664524,0.40089303
ISIC_0665430,0.20534196
ISIC_0665521,0.09941504
ISIC_0667449,0.05081825
ISIC_0668855,0.9237783
ISIC_0669360,0.9909486
ISIC_0671119,0.9604217
ISIC_0673217,0.9999999
ISIC_0673441,0.10619574
ISIC_0673705,0.8859489
ISIC_0673777,0.4105244
ISIC_0673970,1.0
ISIC_0674308,0.6435219
ISIC_0674636,1.0
ISIC_0674769,0.10435878
ISIC_0675554,0.10860981
ISIC_0675743,0.09368088
ISIC_0676272,0.26802984
ISIC_0676443,0.6176694
ISIC_0676863,0.102324575
ISIC_0677660,0.10744898
ISIC_0678034,0.56945556
ISIC_0680997,0.64500386
ISIC_0681019,0.8996106
ISIC_0681410,0.0847303
ISIC_0681751,0.18041
ISIC_0682057,0.99999833
ISIC_0682495,0.099678285
ISIC_0682907,0.11285294
ISIC_0682960,0.1065992
ISIC_0684256,0.9997526
ISIC_0684654,0.10569079
ISIC_0684862,1.0
ISIC_0685033,0.11421121
ISIC_0685067,0.9999995
ISIC_0686961,0.99977905
ISIC_0689307,0.094732694
ISIC_0692073,0.22668728
ISIC_0695000,1.0
ISIC_0695255,0.19786768
ISIC_0695851,0.15051354
ISIC_0697455,0.029480109
ISIC_0698209,0.9999796
ISIC_0700078,0.11967611
ISIC_0700201,0.11920939
ISIC_0701187,0.7300729
ISIC_0701649,0.5149323
ISIC_0701776,0.6288033
ISIC_0703440,0.103390336
ISIC_0703903,0.13672876
ISIC_0703979,0.41711533
ISIC_0704243,0.22377233
ISIC_0704245,0.8388815
ISIC_0704435,0.10579161
ISIC_0705764,0.6560744
ISIC_0705909,0.23120657
ISIC_0707036,0.8319298
ISIC_0707359,0.10067538
ISIC_0707819,0.110193
ISIC_0708442,0.9999989
ISIC_0708867,0.2825334
ISIC_0708878,0.975593
ISIC_0710840,0.99996996
ISIC_0712978,0.23978627
ISIC_0713157,0.11369
ISIC_0714126,0.9999993
ISIC_0714540,0.11314551
ISIC_0715784,0.08639106
ISIC_0715864,0.10964516
ISIC_0716650,0.07197854
ISIC_0717635,0.087825775
ISIC_0718698,0.9966744
ISIC_0719763,0.115198486
ISIC_0720050,0.08759671
ISIC_0720319,0.66637784
ISIC_0721575,0.062290303
ISIC_0721927,0.40727192
ISIC_0722065,0.99999714
ISIC_0722323,0.096213326
ISIC_0723369,0.11397281
ISIC_0723819,0.99999475
ISIC_0724106,0.14542988
ISIC_0724784,0.99999905
ISIC_0727953,0.14994662
ISIC_0728055,0.07233897
ISIC_0728474,0.097523876
ISIC_0728977,0.11599059
ISIC_0729188,0.06589976
ISIC_0729365,0.5077994
ISIC_0732158,0.2757505
ISIC_0732261,0.5282449
ISIC_0733408,0.20815074
ISIC_0734038,0.9185953
ISIC_0734761,0.99999785
ISIC_0735344,0.99993706
ISIC_0735361,0.6358503
ISIC_0735507,0.038573723
ISIC_0737285,0.2743493
ISIC_0737596,0.066262186
ISIC_0737951,0.9999964
ISIC_0738067,1.0
ISIC_0738616,0.11017803
ISIC_0739064,0.12607153
ISIC_0739401,0.44490033
ISIC_0740997,0.9999945
ISIC_0743576,0.11115193
ISIC_0743739,1.0
ISIC_0743789,0.30647388
ISIC_0746818,0.74859715
ISIC_0747114,0.9999995
ISIC_0748291,0.086167715
ISIC_0749073,0.9596863
ISIC_0749202,0.096612826
ISIC_0752872,0.22053406
ISIC_0753499,0.08619827
ISIC_0755453,0.06839198
ISIC_0756977,0.12419842
ISIC_0757171,0.89449555
ISIC_0758024,0.6096707
ISIC_0758246,0.099695705
ISIC_0758568,0.99998474
ISIC_0759383,0.7431868
ISIC_0760154,0.05964881
ISIC_0760260,0.07933278
ISIC_0762091,0.10547768
ISIC_0763495,0.099259585
ISIC_0764739,0.23844747
ISIC_0765355,0.9992206
ISIC_0767812,0.10764012
ISIC_0769066,0.09523107
ISIC_0770095,0.1033998
ISIC_0770234,0.31867927
ISIC_0770508,0.09007519
ISIC_0770817,0.9999987
ISIC_0771788,0.09455408
ISIC_0772522,0.9999982
ISIC_0772578,0.35242066
ISIC_0772706,0.096115336
ISIC_0773190,0.9998915
ISIC_0774444,0.99999666
ISIC_0775579,0.67896235
ISIC_0775584,0.13857721
ISIC_0776524,0.19954802
ISIC_0776616,0.09332517
ISIC_0776803,0.19799614
ISIC_0776824,0.28691366
ISIC_0777077,0.23082761
ISIC_0778512,0.6020635
ISIC_0779258,0.103071734
ISIC_0780165,0.3033525
ISIC_0781571,0.9094963
ISIC_0784160,0.11510162
ISIC_0785830,0.30176574
ISIC_0786267,0.5943202
ISIC_0786322,0.107923545
ISIC_0788550,0.07865899
ISIC_0792325,0.077734664
ISIC_0792492,0.70670754
ISIC_0792564,0.10839369
ISIC_0792986,0.105783515
ISIC_0794617,0.9999968
ISIC_0795653,0.11927249
ISIC_0796707,0.11635522
ISIC_0797113,0.25300395
ISIC_0799427,0.3293463
ISIC_0799785,0.11826533
ISIC_0799979,0.6723019
ISIC_0800693,0.662467
ISIC_0801740,0.09334119
ISIC_0802693,0.11083996
ISIC_0803310,0.101300746
ISIC_0803341,0.14877534
ISIC_0803636,0.1198749
ISIC_0804023,1.0
ISIC_0805392,0.10253538
ISIC_0807283,0.0968458
ISIC_0807404,0.10000069
ISIC_0808861,0.92302436
ISIC_0809377,0.113842726
ISIC_0809747,0.086774364
ISIC_0810336,0.9999509
ISIC_0810894,0.9706623
ISIC_0811323,0.5054063
ISIC_0813138,0.39166328
ISIC_0813352,0.09237921
ISIC_0814613,0.55383605
ISIC_0816087,0.38928664
ISIC_0816173,0.9999013
ISIC_0817883,0.0798987
ISIC_0818301,0.9999938
ISIC_0821277,0.99999833
ISIC_0821445,0.106240876
ISIC_0821598,0.10678408
ISIC_0822581,0.12005019
ISIC_0823047,0.9999995
ISIC_0823591,0.09765764
ISIC_0824050,0.09561159
ISIC_0825029,0.22972408
ISIC_0825725,0.18891041
ISIC_0829859,0.097606264
ISIC_0830589,0.11258266
ISIC_0834674,0.12596695
ISIC_0835778,0.70058066
ISIC_0836745,0.4563103
ISIC_0839044,0.3913201
ISIC_0839368,0.97680044
ISIC_0840535,0.9999987
ISIC_0840661,0.23623137
ISIC_0841028,0.31407875
ISIC_0842398,0.6231158
ISIC_0842798,0.119760066
ISIC_0843175,0.9999826
ISIC_0843626,0.07011476
ISIC_0844546,0.10313292
ISIC_0844930,0.066107325
ISIC_0844952,0.99499136
ISIC_0845696,0.99999917
ISIC_0848406,0.12849586
ISIC_0848986,0.22777508
ISIC_0851144,0.106575266
ISIC_0852759,0.1046055
ISIC_0853184,0.08774758
ISIC_0853566,0.9999827
ISIC_0853893,0.85137993
ISIC_0854582,0.22434255
ISIC_0855262,0.06923324
ISIC_0856987,0.10774342
ISIC_0857436,0.20618953
ISIC_0857443,0.11884216
ISIC_0857595,0.999997
ISIC_0861327,0.12428046
ISIC_0862505,0.10359506
ISIC_0863212,0.8369747
ISIC_0864741,0.30689967
ISIC_0865303,0.093625866
ISIC_0866123,0.22135301
ISIC_0866838,0.42171448
ISIC_0867509,0.25194672
ISIC_0867683,0.99962294
ISIC_0868513,0.094469234
ISIC_0869415,0.111573905
ISIC_0870455,0.2505264
ISIC_0870529,0.09611299
ISIC_0871473,0.7688102
ISIC_0873174,0.21666992
ISIC_0874437,0.9999944
ISIC_0874522,0.11803806
ISIC_0874582,0.091246024
ISIC_0874773,0.99999154
ISIC_0875072,0.09942497
ISIC_0876617,0.071771555
ISIC_0876689,0.095612615
ISIC_0877438,0.12268189
ISIC_0877919,0.29666564
ISIC_0878952,0.99999905
ISIC_0879061,0.25450423
ISIC_0879986,0.042986438
ISIC_0881100,0.99999976
ISIC_0881645,0.08784837
ISIC_0881966,0.8791892
ISIC_0883924,0.10288396
ISIC_0884023,0.3014914
ISIC_0884538,0.9999995
ISIC_0885369,0.09747286
ISIC_0885617,0.2574276
ISIC_0886447,0.10279261
ISIC_0887532,0.99999785
ISIC_0887743,0.09544532
ISIC_0887966,0.22010176
ISIC_0890305,0.26911035
ISIC_0891059,0.12048083
ISIC_0891718,0.099095084
ISIC_0892179,0.25680208
ISIC_0893984,0.10132592
ISIC_0894308,0.11664636
ISIC_0894646,0.11780297
ISIC_0896427,0.60845655
ISIC_0897639,0.10062686
ISIC_0897958,0.99997747
ISIC_0898069,0.99998045
ISIC_0899393,0.10639585
ISIC_0900251,0.8235903
ISIC_0904702,0.09619811
ISIC_0904866,0.50322115
ISIC_0906558,0.1450422
ISIC_0908698,0.07297706
ISIC_0908910,0.999273
ISIC_0909069,0.43913463
ISIC_0910022,0.09477961
ISIC_0913137,0.9999994
ISIC_0915083,0.99999917
ISIC_0915125,0.45619994
ISIC_0915404,0.4730469
ISIC_0915906,0.10999188
ISIC_0916159,0.13287805
ISIC_0916649,0.102946125
ISIC_0917619,0.9106912
ISIC_0917843,0.08132826
ISIC_0920023,0.1146842
ISIC_0923085,0.99997795
ISIC_0923805,0.03592592
ISIC_0924293,0.99998665
ISIC_0924421,0.09953881
ISIC_0925021,0.68838686
ISIC_0925309,0.9999964
ISIC_0925595,0.97633535
ISIC_0928578,0.7262187
ISIC_0929007,0.10589712
ISIC_0929505,0.1054549
ISIC_0929834,1.0
ISIC_0930476,0.1041006
ISIC_0931223,0.15475194
ISIC_0931237,0.968416
ISIC_0931921,0.58968836
